n,diabetes_cases,diabetes_prevalence_unweighted,weighted_prevalence,mean_age,mean_bmi,mean_income_ratio
4339,701,0.16155796266420847,0.11683835069388561,50.962894676192676,29.775962203272645,2.54640009218714
