term,mean_beta,median_beta,lower_95,upper_95,posterior_probability_positive,posterior_probability_negative,odds_ratio,or_lower_95,or_upper_95,probability_or_gt_1,variable
(Intercept),-2.1269063291626167,-2.101091882524647,-2.9171064694678925,-1.4290564262996488,0,1,0.12232279318911397,0.05408997206960307,0.23953483441467327,0,Intercept
age_z,-0.22385576813026933,-0.21942452497346493,-0.6423702370103698,0.17620124371673773,0.1312,0.8688,0.8029807604002048,0.5260440960253564,1.1926780534654862,0.1312,Age (standardized)
hypertensionYes,1.8233673842350897,1.8065951188874148,0.4984433270779149,3.2261981751491784,0.9948666666666667,0.0051333333333333335,6.089677464879822,1.6461567475217276,25.18373060603172,0.9948666666666667,Hypertension: Yes vs No
lwt_z,-0.4712785629184492,-0.4701073494757492,-0.8873498464344225,-0.0661965894052581,0.0106,0.9894,0.6249351782179646,0.4117454969166171,0.935946848970088,0.0106,Maternal weight (standardized)
previous_preterm_laborYes,1.3188143631398463,1.2935989466810498,0.4373180597372551,2.2626844354370923,0.9990666666666667,9.333333333333333e-4,3.645884315803328,1.5485485296759889,9.608848910635965,0.9990666666666667,Previous preterm labor: Yes vs No
raceBlack,1.1671197168412253,1.1401055513598748,0.1854111571522547,2.2200644823967925,0.9907666666666667,0.009233333333333333,3.127098417257531,1.2037132537111799,9.207924595786903,0.9907666666666667,Black vs White
raceOther,0.7409210938170577,0.7265879540403077,-0.07250039656771838,1.546164063805109,0.9654666666666667,0.03453333333333333,2.0680124026482423,0.9300653778263005,4.693431902550386,0.9654666666666667,Other race vs White
smokingYes,0.7706999884466398,0.767863620836204,0.042744323196680714,1.5564580876878211,0.9811333333333333,0.018866666666666667,2.155157099365451,1.0436710182653233,4.741995732413448,0.9811333333333333,Smoking: Yes vs No
uterine_irritabilityYes,0.616459733479666,0.5982291309721939,-0.22034507148222737,1.5001825406077136,0.9203333333333333,0.07966666666666666,1.818894922017595,0.8022419193855481,4.482507235256437,0.9203333333333333,Uterine irritability: Yes vs No
